A_node_name	B_node_name	Source_db_1	Int_type_1	Source_db_2	Int_type_2
uniprot:P37231	uniprot:P19793	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P31751	uniprot:P84022	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q02297	uniprot:Q15303	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q9UER7	uniprot:Q99683	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P12644	uniprot:Q13873	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q8N474	uniprot:P56705	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P27361	uniprot:Q9BXM7	effect:unknown|is_directed:directed|is_direct:MI:2246(indirect)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q02750	uniprot:P28482	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P00519	uniprot:P42345	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P03372	uniprot:P06401	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q13315	uniprot:P00519	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P31751	uniprot:P35222	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P05231	uniprot:P08887	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:O75197	uniprot:O15169	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q13315	uniprot:P42684	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P29590	uniprot:P84022	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q13485	uniprot:P01100	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:O15520	uniprot:P21802	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P31751	uniprot:P49841	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P17948	uniprot:P19174	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q07869	uniprot:P19793	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P04626	uniprot:P27986	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P04628	uniprot:O75581	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P31749	uniprot:O43524	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P15056	uniprot:Q02750	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P19793	uniprot:P10276	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P63165	uniprot:Q13485	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P45983	uniprot:P15336	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q03135	uniprot:P16234	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:Q6P1J9	uniprot:P35222	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P09619	uniprot:P16234	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:O15105	uniprot:P36894	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:O14672	uniprot:Q9UM47	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P49841	uniprot:P01106	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
uniprot:P49815	uniprot:Q92574	effect:MI:0624(stimulation)|is_directed:directed|is_direct:MI:0407(directed)|molecular_background:unknown	source database:slk21	source database:slk2
