URS000000076D	MIRBASE	MI0000019	6239	precursor_RNA	mir-48
URS0000000EAC	MIRBASE	MIMAT0004540	10090	miRNA	
URS0000000EAC	MIRBASE	MI0000228	10090	miRNA	
URS0000000F88	MIRBASE	MI0000692	10090	miRNA	
URS0000000F88	MIRBASE	MIMAT0017051	10090	miRNA	
URS00000011DF	MIRBASE	MI0003684	9606	miRNA	
URS00000011DF	MIRBASE	MIMAT0022711	9606	miRNA	
URS0000001A7A	MIRBASE	MI0003639	9606	precursor_RNA	mir-625
URS0000001EB3	MIRBASE	MI0000089	9606	precursor_RNA	mir-31
URS0000001EB3	MIRBASE	MI0002671	9544	precursor_RNA	mir-31
URS00000028A7	MIRBASE	MI0013203	4577	miRNA	
URS00000028A7	MIRBASE	MI0010875	4558	miRNA	
URS00000028A7	MIRBASE	MIMAT0013992	4577	miRNA	
URS00000028A7	MIRBASE	MIMAT0001050	39947	miRNA	
URS0000002967	MIRBASE	MI0014034	10090	miRNA	
URS0000002967	MIRBASE	MIMAT0014850	10090	miRNA	
URS0000002B3D	MIRBASE	MIMAT0022885	39947	miRNA	
URS0000003085	MIRBASE	MIMAT0008383	7070	miRNA	
URS0000003085	MIRBASE	MI0005734	7460	miRNA	
URS0000003085	MIRBASE	MIMAT0000341	7227	miRNA	
URS0000003085	MIRBASE	MI0000363	7227	miRNA	
URS00000036DB	MIRBASE	MIMAT0001047	39947	miRNA	
URS00000036DB	MIRBASE	MIMAT0001728	4577	miRNA	
URS00000036DB	MIRBASE	MI0000977	3702	miRNA	
URS00000036DB	MIRBASE	MI0001826	4577	miRNA	
URS00000036DB	MIRBASE	MI0008361	4081	miRNA	
URS00000036DB	MIRBASE	MI0000976	3702	miRNA	
URS00000036DB	MIRBASE	MIMAT0001048	39947	miRNA	
URS00000036DB	MIRBASE	MI0001515	4558	miRNA	
URS0000003D7D	MIRBASE	MIMAT0001773	7955	miRNA	
URS0000003D7D	MIRBASE	MI0001893	7955	miRNA	
URS0000004CA3	MIRBASE	MI0016768	9606	miRNA	
URS0000004CA3	MIRBASE	MIMAT0018944	9606	miRNA	
URS000000541C	MIRBASE	MIMAT0011436	6239	miRNA	
URS000000541C	MIRBASE	MI0010960	6239	miRNA	
URS0000006827	MIRBASE	MI0001000	3702	precursor_RNA	MIR390a
URS0000006A47	MIRBASE	MI0001173	9031	miRNA	
URS0000006B8E	MIRBASE	MIMAT0022853	39947	miRNA	
URS0000006BE3	MIRBASE	MIMAT0005295	10090	miRNA	
URS0000006BE3	MIRBASE	MI0003533	10090	miRNA	
URS0000006BE8	MIRBASE	MI0005187	6239	miRNA	
URS0000006CD5	MIRBASE	MIMAT0018836	7070	miRNA	
URS0000006CEB	MIRBASE	MI0017893	3702	miRNA	
URS0000007095	MIRBASE	MI0003182	9606	precursor_RNA	mir-519a-2
URS0000007170	MIRBASE	MI0005003	10090	miRNA	
URS0000007170	MIRBASE	MIMAT0003782	10090	miRNA	
URS000000730F	MIRBASE	MI0014080	10090	miRNA	
URS000000730F	MIRBASE	MIMAT0014895	10090	miRNA	
URS0000007340	MIRBASE	MI0000472	9606	precursor_RNA	mir-127
URS0000007FBA	MIRBASE	MI0000802	9606	miRNA	
URS0000007FBA	MIRBASE	MIMAT0004651	10090	miRNA	
URS0000007FBA	MIRBASE	MIMAT0006281	9544	miRNA	
URS0000007FBA	MIRBASE	MIMAT0004692	9606	miRNA	
URS0000007FBA	MIRBASE	MI0007703	9544	miRNA	
URS0000007FBA	MIRBASE	MI0000623	10090	miRNA	
URS000000832F	MIRBASE	MI0014100	10090	miRNA	
URS000000832F	MIRBASE	MIMAT0014937	10090	miRNA	
URS0000008A99	MIRBASE	MI0000459	9606	precursor_RNA	mir-143
URS0000009265	MIRBASE	MI0016893	9606	miRNA	
URS0000009265	MIRBASE	MIMAT0019065	9606	miRNA	
URS00000092AD	MIRBASE	MIMAT0018764	7070	miRNA	
URS0000009BF7	MIRBASE	MI0017715	6239	precursor_RNA	mir-4929
URS0000009FDD	MIRBASE	MI0019153	6239	precursor_RNA	mir-5592-1
URS000000A4BA	MIRBASE	MI0001856	4558	miRNA	
URS000000A4BA	MIRBASE	MIMAT0001749	4577	miRNA	
URS000000A4BA	MIRBASE	MI0001847	4577	miRNA	
URS000000B1C9	MIRBASE	MI0000561	10090	miRNA	
URS000000B1C9	MIRBASE	MI0000066	9606	miRNA	
URS000000B1C9	MIRBASE	MIMAT0000524	10090	miRNA	
URS000000B1C9	MIRBASE	MIMAT0006155	9544	miRNA	
URS000000B1C9	MIRBASE	MI0007576	9544	miRNA	
URS000000B1C9	MIRBASE	MIMAT0000066	9606	miRNA	
URS000000C73C	MIRBASE	MI0007643	9544	miRNA	
URS000000C73C	MIRBASE	MI0000462	9606	miRNA	
URS000000CCDD	MIRBASE	MIMAT0022848	39947	miRNA	
URS000000CCDD	MIRBASE	MIMAT0022846	39947	miRNA	
URS000000D0A8	MIRBASE	MIMAT0018640	7070	miRNA	
URS000000E09E	MIRBASE	MIMAT0012736	13616	miRNA	
URS000000E09E	MIRBASE	MI0001187	9031	miRNA	
